config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail10_test3,5,0.0.1.5,16564,80076,612,367532,78196,542980
fail10_test3,5,0.0.1.6,17688,46064,0,382396,103204,549352
fail10_test3,5,0.0.2.1,18076,37684,0,468924,139772,664456
fail10_test3,5,0.0.2.2,17636,51004,0,448600,130840,648080
fail10_test3,5,0.0.2.3,17688,58360,0,424492,135900,636440
fail10_test3,5,0.0.2.4,16952,65244,936,388948,67936,540016
fail10_test3,5,0.0.2.5,17052,72264,0,385052,90036,564404
fail10_test3,5,0.0.2.6,17452,46512,0,442824,129388,636176
fail10_test3,5,0.0.3.1,17636,42796,588,526464,123528,711012
fail10_test3,5,0.0.3.2,17936,41940,36,510152,144288,714352
fail10_test3,5,0.0.3.3,17932,44676,108,517172,148320,728208
fail10_test3,5,0.0.3.4,17540,59136,36,479168,133360,689240
fail10_test3,5,0.0.3.5,17880,46416,0,480536,138236,683068
fail10_test3,5,0.0.3.6,17112,60016,0,487356,133500,697984
fail10_test3,5,0.0.4.1,16616,84648,0,394604,98028,593896
fail10_test3,5,0.0.4.2,16324,100656,0,409040,110932,636952
fail10_test3,5,0.0.4.3,17448,60932,0,447948,134444,660772
fail10_test3,5,0.0.4.4,17540,52112,252,470684,128608,669196
fail10_test3,5,0.0.4.5,18228,27984,0,461212,136468,643892
fail10_test3,5,0.0.4.6,17784,42844,0,457928,134256,652812
fail10_test3,5,0.0.5.1,17544,50152,720,453308,102132,623856
fail10_test3,5,0.0.5.2,17196,77676,36,407756,119000,621664
fail10_test3,5,0.0.5.3,17884,49084,0,450188,132788,649944
fail10_test3,5,0.0.5.4,17452,52700,36,463000,130248,663436
fail10_test3,5,0.0.5.5,18612,24300,0,499452,151064,693428
fail10_test3,5,0.0.5.6,18224,24972,0,460892,140848,644936
fail10_test3,5,0.0.6.1,17884,42892,108,353996,104096,518976
fail10_test3,5,0.0.6.2,17116,64932,72,381004,102248,565372
fail10_test3,5,0.0.6.3,17788,54404,0,385384,121876,579452
fail10_test3,5,0.0.6.4,17544,60176,0,412312,116360,606392
fail10_test3,5,0.0.6.5,18136,33248,0,448048,134044,633476
fail10_test3,5,0.0.6.6,17928,42320,0,391796,127408,579452
fail10_test3,5,0.0.7.1,18372,31464,36,466364,136532,652768
fail10_test3,5,0.0.7.2,17156,59284,1008,447424,99180,624052
fail10_test3,5,0.0.7.3,17496,65560,72,454700,136688,674516
fail10_test3,5,0.0.7.4,18180,37584,36,492168,142956,690924
fail10_test3,5,0.0.7.5,17740,42932,0,501472,140744,702888
fail10_test3,5,0.0.7.6,17892,39372,0,472352,144132,673748
fail10_test3,5,0.0.8.1,17452,57504,180,413492,116068,604696
fail10_test3,5,0.0.8.2,17732,42412,2232,484756,53068,600200
fail10_test3,5,0.0.8.3,17832,47524,0,439328,124840,629524
fail10_test3,5,0.0.8.4,17736,55904,0,524456,144712,742808
fail10_test3,5,0.0.8.5,17348,56228,0,477824,139368,690768
fail10_test3,5,0.0.8.6,17688,40508,36,467488,137236,662956
fail10_test3,5,0.0.9.1,16760,74252,36,413912,125716,630676
fail10_test3,5,0.0.9.2,16756,76812,36,406040,92084,591728
fail10_test3,5,0.0.9.3,17444,67796,0,503596,149088,737924
fail10_test3,5,0.0.9.4,17984,45972,0,545264,159828,769048
fail10_test3,5,0.0.9.5,17732,55764,36,495420,146604,715556
fail10_test3,5,0.0.9.6,16816,89460,1152,514888,93360,715676
fail10_test3,5,0.0.10.1,16028,97668,36,440396,116948,671076
fail10_test3,5,0.0.10.2,16716,91588,36,450012,125916,684268
fail10_test3,5,0.0.10.3,17244,76468,72,458268,142100,694152
fail10_test3,5,0.0.10.4,16524,84364,504,436280,115064,652736
fail10_test3,5,0.0.10.5,17444,65220,36,461432,133432,677564
fail10_test3,5,0.0.10.6,18320,28752,0,451404,122112,620588
fail10_test3,5,0.0.11.1,17640,50336,36,484712,148720,701444
fail10_test3,5,0.0.11.2,17884,48148,360,501548,144432,712372
fail10_test3,5,0.0.11.3,16820,82208,468,435044,111124,645664
fail10_test3,5,0.0.11.4,16580,64556,636,380924,93588,556284
fail10_test3,5,0.0.11.5,16568,88824,36,384288,107768,597484
fail10_test3,5,0.0.11.6,17732,60704,0,456040,140048,674524
fail10_test4,5,0.0.1.1,16328,86484,792,448772,85924,638300
fail10_test4,5,0.0.1.2,17408,62932,0,394804,129444,604588
fail10_test4,5,0.0.1.3,17652,52324,0,439424,137344,646744
fail10_test4,5,0.0.1.4,18080,38856,0,460088,154224,671248
fail10_test4,5,0.0.1.5,18376,29828,36,457472,149260,654972
fail10_test4,5,0.0.1.6,17252,63584,396,433152,115016,629400
fail10_test4,5,0.0.2.1,17492,47196,108,426400,112832,604028
fail10_test4,5,0.0.2.2,17540,61612,84,489500,137460,706196
fail10_test4,5,0.0.2.3,18520,24368,36,563284,170776,776984
fail10_test4,5,0.0.2.4,18124,37760,0,580000,169460,805344
fail10_test4,5,0.0.2.5,17004,82568,144,525052,142232,767000
fail10_test4,5,0.0.2.6,17012,82152,144,462816,126560,688684
fail10_test4,5,0.0.3.1,17636,47040,36,522216,147884,734812
fail10_test4,5,0.0.3.2,17448,63504,72,536416,152768,770208
fail10_test4,5,0.0.3.3,17008,81080,0,552408,148876,799372
fail10_test4,5,0.0.3.4,18128,46220,0,588668,168384,821400
fail10_test4,5,0.0.3.5,17884,42164,0,571980,169252,801280
fail10_test4,5,0.0.3.6,16708,83532,72,503928,136480,740720
fail10_test4,5,0.0.4.1,16908,74624,0,471312,130704,693548
fail10_test4,5,0.0.4.2,17292,67984,36,505728,142488,733528
fail10_test4,5,0.0.4.3,16964,80016,0,503060,141536,741576
fail10_test4,5,0.0.4.4,17640,60196,72,500520,147224,725652
fail10_test4,5,0.0.4.5,17248,72364,0,492628,140788,723028
fail10_test4,5,0.0.4.6,17000,88844,0,455816,140012,701672
fail10_test4,5,0.0.5.1,17348,66168,36,508380,152188,744120
fail10_test4,5,0.0.5.2,18180,41568,0,537516,153540,750804
fail10_test4,5,0.0.5.3,17980,41388,36,531760,149288,740452
fail10_test4,5,0.0.5.4,16912,77016,36,500132,135024,729120
fail10_test4,5,0.0.5.5,17452,66352,0,516676,144328,744808
fail10_test4,5,0.0.5.6,17788,55896,72,529584,158036,761376
fail10_test4,5,0.0.6.1,17492,56464,468,462824,118900,656148
fail10_test4,5,0.0.6.2,18136,37984,72,421828,139440,617460
fail10_test4,5,0.0.6.3,18224,31716,0,448344,140632,638916
fail10_test4,5,0.0.6.4,17984,42032,0,445972,141096,647084
fail10_test4,5,0.0.6.5,18612,22508,0,464004,149052,654176
fail10_test4,5,0.0.6.6,17844,47408,36,429596,142332,637216
fail10_test4,5,0.0.7.1,17544,56780,36,416072,110112,600544
fail10_test4,5,0.0.7.2,17792,44120,1080,500072,104516,667580
fail10_test4,5,0.0.7.3,17356,57696,0,434384,104504,613940
fail10_test4,5,0.0.7.4,17396,53500,0,498348,141776,711020
fail10_test4,5,0.0.7.5,17396,62632,0,514708,147148,741884
fail10_test4,5,0.0.7.6,17444,69112,0,460868,137572,684996
fail10_test4,5,0.0.8.1,16804,69848,1548,535228,76252,699680
fail10_test4,5,0.0.8.2,17196,72096,144,443716,122600,655752
fail10_test4,5,0.0.8.3,16904,81992,0,467556,135900,702352
fail10_test4,5,0.0.8.4,16956,74680,0,480960,134132,706728
fail10_test4,5,0.0.8.5,16224,100448,36,474420,130076,721204
fail10_test4,5,0.0.8.6,17204,65712,72,476120,139792,698900
fail10_test4,5,0.0.9.1,17004,58320,36,430540,94944,600844
fail10_test4,5,0.0.9.2,17200,52388,108,456164,137968,663828
fail10_test4,5,0.0.9.3,17160,73476,0,531892,147700,770228
fail10_test4,5,0.0.9.4,18812,14688,0,579156,175964,788620
fail10_test4,5,0.0.9.5,18320,34264,0,566076,181636,800296
fail10_test4,5,0.0.9.6,17884,47820,0,531152,156216,753072
fail10_test4,5,0.0.10.1,17892,41284,468,497604,124136,681384
fail10_test4,5,0.0.10.2,16816,63320,576,453312,102380,636404
fail10_test4,5,0.0.10.3,16280,102316,108,413868,119144,651716
fail10_test4,5,0.0.10.4,16088,111676,36,460584,120336,708720
fail10_test4,5,0.0.10.5,16900,93732,468,490676,121136,722912
fail10_test4,5,0.0.10.6,17440,61264,216,464332,126780,670032
fail10_test4,5,0.0.11.1,17884,50152,36,431572,123156,622800
fail10_test4,5,0.0.11.2,17792,40460,0,448308,123932,630492
fail10_test4,5,0.0.11.3,16808,78348,36,462064,135356,692612
fail10_test4,5,0.0.11.4,16864,82480,0,494848,143380,737572
fail10_test4,5,0.0.11.5,17936,46316,36,494988,153472,712748
fail10_test4,5,0.0.11.6,17252,71260,36,429088,123944,641580
fail10_test5,5,0.0.1.1,17692,52092,72,428640,136716,635212
fail10_test5,5,0.0.1.2,16976,67980,36,437356,125856,648204
fail10_test5,5,0.0.1.3,16516,90124,0,421712,122824,651176
fail10_test5,5,0.0.1.4,17212,59916,0,432920,133632,643680
fail10_test5,5,0.0.1.5,17508,52100,0,452240,136928,658776
fail10_test5,5,0.0.1.6,18136,30232,0,456468,149156,653992
fail10_test5,5,0.0.2.1,16772,79432,0,515688,135044,746936
fail10_test5,5,0.0.2.2,18084,32040,0,523556,159448,733128
fail10_test5,5,0.0.2.3,17684,59732,0,535488,149736,762640
fail10_test5,5,0.0.2.4,18076,45432,36,520988,156072,740604
fail10_test5,5,0.0.2.5,17836,39364,0,541060,161240,759500
fail10_test5,5,0.0.2.6,17444,62376,0,529508,155936,765264
fail10_test5,5,0.0.3.1,17736,54944,0,538420,154288,765388
fail10_test5,5,0.0.3.2,17740,56060,36,550696,151248,775780
fail10_test5,5,0.0.3.3,17104,80544,0,530604,154592,782844
fail10_test5,5,0.0.3.4,16908,81764,36,510668,142656,752032
fail10_test5,5,0.0.3.5,16612,82100,0,509300,140852,748864
fail10_test5,5,0.0.3.6,17048,80344,0,536768,144028,778188
fail10_test5,5,0.0.4.1,17496,61224,288,469520,126568,675096
fail10_test5,5,0.0.4.2,17392,61916,660,469216,124608,673792
fail10_test5,5,0.0.4.3,17888,45644,0,517316,157100,737948
fail10_test5,5,0.0.4.4,17392,56520,144,507020,148000,729076
fail10_test5,5,0.0.4.5,17684,52676,0,511416,146452,728228
fail10_test5,5,0.0.4.6,18612,24228,0,521052,162800,726692
fail10_test5,5,0.0.5.1,16872,78448,504,463164,99176,658164
fail10_test5,5,0.0.5.2,17440,55544,36,425224,104824,603068
fail10_test5,5,0.0.5.3,17684,58932,0,481212,134792,692620
fail10_test5,5,0.0.5.4,17588,60936,144,485152,133480,697300
fail10_test5,5,0.0.5.5,16820,75528,0,465268,134236,691852
fail10_test5,5,0.0.5.6,17944,35408,0,479524,145196,678072
fail10_test5,5,0.0.6.1,17744,44456,612,429824,107336,599972
fail10_test5,5,0.0.6.2,17496,51616,36,384436,107460,561044
fail10_test5,5,0.0.6.3,17888,42576,216,416936,123080,600696
fail10_test5,5,0.0.6.4,17692,46916,0,392320,120348,577276
fail10_test5,5,0.0.6.5,17056,72144,0,380500,122084,591784
fail10_test5,5,0.0.6.6,18028,38420,0,394592,126920,577960
fail10_test5,5,0.0.7.1,18368,30592,0,463620,140508,653088
fail10_test5,5,0.0.7.2,17748,52308,36,424872,126212,621176
fail10_test5,5,0.0.7.3,17936,39704,0,433556,140836,632032
fail10_test5,5,0.0.7.4,16808,78148,1260,485156,85596,666968
fail10_test5,5,0.0.7.5,17200,60156,36,372988,92580,542960
fail10_test5,5,0.0.7.6,18808,15980,0,483444,152420,670652
fail10_test5,5,0.0.8.1,16804,75056,504,440220,105720,638304
fail10_test5,5,0.0.8.2,18080,31636,1044,512356,101872,664988
fail10_test5,5,0.0.8.3,17448,53960,0,454484,132116,658008
fail10_test5,5,0.0.8.4,15940,114888,144,385744,101580,618296
fail10_test5,5,0.0.8.5,16764,81572,900,416948,90676,606860
fail10_test5,5,0.0.8.6,16616,79524,0,400196,95196,591532
fail10_test5,5,0.0.9.1,17444,59472,1188,501576,99000,678680
fail10_test5,5,0.0.9.2,17980,36700,0,480104,119872,654656
fail10_test5,5,0.0.9.3,17636,52692,0,501688,153472,725488
fail10_test5,5,0.0.9.4,17004,74204,288,490268,129528,711292
fail10_test5,5,0.0.9.5,17444,62168,72,464188,124372,668244
fail10_test5,5,0.0.9.6,17060,65712,0,395324,95756,573852
fail10_test5,5,0.0.10.1,17684,50004,36,493952,143124,704800
fail10_test5,5,0.0.10.2,16904,74328,0,483856,135256,710344
fail10_test5,5,0.0.10.3,18080,42420,0,463600,155140,679240
fail10_test5,5,0.0.10.4,17884,38776,1044,507756,117448,682908
fail10_test5,5,0.0.10.5,17932,47176,36,455208,146692,667044
fail10_test5,5,0.0.10.6,17840,38836,0,487504,146812,690992
fail10_test5,5,0.0.11.1,18172,32992,108,497208,150432,698912
fail10_test5,5,0.0.11.2,17248,59492,0,463984,136864,677588
fail10_test5,5,0.0.11.3,17060,66624,36,446232,131116,661068
fail10_test5,5,0.0.11.4,16080,74716,72,437012,95160,623040
fail10_test5,5,0.0.11.5,16564,86708,0,450880,135980,690132
fail10_test5,5,0.0.11.6,17208,64932,0,507612,141628,731380
