config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail20_test4,1,0.0.4.3,15848,91236,600,1746344,487876,2341904
fail20_test4,1,0.0.4.4,16756,74548,372,1744220,515352,2351248
fail20_test4,1,0.0.4.5,16568,71164,300,1774744,513232,2376008
fail20_test4,1,0.0.4.6,16416,103976,672,1606228,482896,2210188
fail20_test4,1,0.0.5.1,14812,131792,564,1619940,394272,2161380
fail20_test4,1,0.0.5.2,16184,92664,600,1718740,525508,2353696
fail20_test4,1,0.0.5.3,15644,109816,384,1754128,488300,2368272
fail20_test4,1,0.0.5.4,15928,101968,576,1615668,455560,2189700
fail20_test4,1,0.0.5.5,15304,101588,192,1662392,440528,2220004
fail20_test4,1,0.0.5.6,16424,98504,528,1673016,504856,2293328
fail20_test4,1,0.0.6.1,15408,109536,468,1303688,409492,1838592
fail20_test4,1,0.0.6.2,16180,84488,756,1305620,457280,1864324
fail20_test4,1,0.0.6.3,15892,105092,612,1329060,433612,1884268
fail20_test4,1,0.0.6.4,15604,89392,1020,1263972,430024,1800012
fail20_test4,1,0.0.6.5,15664,71832,408,1244036,438780,1770720
fail20_test4,1,0.0.6.6,17060,54672,216,1320336,509528,1901812
fail20_test4,1,0.0.7.1,16528,75704,468,1721660,519272,2333632
fail20_test4,1,0.0.7.2,15648,105184,708,1619472,455152,2196164
fail20_test4,1,0.0.7.3,16480,87800,252,1732556,515700,2352788
fail20_test4,1,0.0.7.4,17696,52388,240,1743036,588684,2402044
fail20_test4,1,0.0.7.5,15156,118480,492,1543208,418356,2095692
fail20_test4,1,0.0.7.6,16076,109328,420,1652232,500824,2278880
fail20_test4,1,0.0.8.1,17200,50132,240,1902928,571880,2542380
fail20_test4,1,0.0.8.2,15596,101496,480,1686744,456132,2260448
fail20_test4,1,0.0.8.3,16128,107480,456,1666256,475592,2265912
fail20_test4,1,0.0.8.4,16132,87908,924,1692844,486580,2284388
fail20_test4,1,0.0.8.5,15792,96428,504,1583996,459328,2156048
fail20_test4,1,0.0.8.6,16568,67860,552,1838832,550360,2474172
fail20_test4,1,0.0.9.1,16512,86584,360,1843464,508000,2454920
fail20_test4,1,0.0.9.2,16520,79628,360,1864508,527100,2488116
