config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail10_test3,4,0.0.1.6,17688,47596,288,269876,73052,408500
fail10_test3,4,0.0.2.1,18076,39064,0,313008,95028,465176
fail10_test3,4,0.0.2.2,17636,59444,36,316872,97380,491368
fail10_test3,4,0.0.2.3,17688,60280,0,301776,85640,465384
fail10_test3,4,0.0.2.4,16952,75280,36,235276,57348,384892
fail10_test3,4,0.0.2.5,17052,77884,0,262296,70520,427752
fail10_test3,4,0.0.2.6,17452,48152,0,286544,88240,440388
fail10_test3,4,0.0.3.1,17636,56040,72,325420,94120,493288
fail10_test3,4,0.0.3.2,17936,43200,36,343940,99412,504524
fail10_test3,4,0.0.3.3,17932,52992,0,339136,107388,517448
fail10_test3,4,0.0.3.4,17540,64944,36,331420,90992,504932
fail10_test3,4,0.0.3.5,17880,48236,0,326472,93056,485644
fail10_test3,4,0.0.3.6,17112,61856,0,318884,93824,491676
fail10_test3,4,0.0.4.1,16616,86524,720,268084,58868,430812
fail10_test3,4,0.0.4.2,16324,95776,288,264164,68588,445140
fail10_test3,4,0.0.4.3,17448,66772,72,289740,90652,464684
fail10_test3,4,0.0.4.4,17540,65648,72,303780,89012,476052
fail10_test3,4,0.0.4.5,18228,32824,0,307000,96168,454220
fail10_test3,4,0.0.4.6,17784,43564,72,290712,85728,437860
fail10_test3,4,0.0.5.1,17544,44364,1080,269504,58956,391448
fail10_test3,4,0.0.5.2,17196,79076,108,250420,71928,418728
fail10_test3,4,0.0.5.3,17884,50184,36,285304,83664,437072
fail10_test3,4,0.0.5.4,17452,50784,588,304696,76416,449936
fail10_test3,4,0.0.5.5,18612,24820,0,305588,97888,446908
fail10_test3,4,0.0.5.6,18224,26052,0,282152,83828,410256
fail10_test3,4,0.0.6.1,17884,36576,432,257044,61772,373708
fail10_test3,4,0.0.6.2,17116,67460,36,225096,67884,377592
fail10_test3,4,0.0.6.3,17788,55684,0,243936,77488,394896
fail10_test3,4,0.0.6.4,17544,54396,0,256088,63224,391252
fail10_test3,4,0.0.6.5,18136,30420,252,301304,75376,425488
fail10_test3,4,0.0.6.6,17928,36080,0,260560,73828,388396
fail10_test3,4,0.0.7.1,18372,32464,0,288888,84876,424600
fail10_test3,4,0.0.7.2,17156,67892,1020,310496,64852,461416
fail10_test3,4,0.0.7.3,17496,67920,36,279052,89344,453848
fail10_test3,4,0.0.7.4,18180,38684,36,312804,84756,454460
fail10_test3,4,0.0.7.5,17740,44032,0,293984,85908,441664
fail10_test3,4,0.0.7.6,17892,40332,0,286280,87084,431588
fail10_test3,4,0.0.8.1,17452,62632,36,267296,84696,432112
fail10_test3,4,0.0.8.2,17732,55048,132,266580,68288,407780
fail10_test3,4,0.0.8.3,17832,56032,36,306960,99840,480700
fail10_test3,4,0.0.8.4,17736,60872,0,311052,98228,487888
fail10_test3,4,0.0.8.5,17348,57780,0,299544,87004,461676
fail10_test3,4,0.0.8.6,17688,41840,36,288976,87152,435692
fail10_test3,4,0.0.9.1,16760,76504,180,264904,76796,435144
fail10_test3,4,0.0.9.2,16756,82392,828,296468,64392,460836
fail10_test3,4,0.0.9.3,17444,77296,612,322660,89508,507520
fail10_test3,4,0.0.9.4,17984,51232,108,330144,96104,495572
fail10_test3,4,0.0.9.5,17732,53156,288,304948,88516,464640
fail10_test3,4,0.0.9.6,16816,79932,1512,312900,47284,458444
fail10_test3,4,0.0.10.1,16028,100928,360,267508,71260,456084
fail10_test3,4,0.0.10.2,16716,85920,72,247328,67452,417488
fail10_test3,4,0.0.10.3,17244,81784,0,275360,79560,453948
fail10_test3,4,0.0.10.4,16524,78260,1008,271416,64832,432040
fail10_test3,4,0.0.10.5,17444,59400,0,273560,82328,432732
fail10_test3,4,0.0.10.6,18320,25792,0,275692,66764,386568
fail10_test3,4,0.0.11.1,17640,51716,72,298380,91856,459664
fail10_test3,4,0.0.11.2,17884,48708,0,316916,91996,475504
fail10_test3,4,0.0.11.3,16820,75424,1044,308552,71292,473132
fail10_test3,4,0.0.11.4,16580,55104,84,216548,51104,339420
fail10_test3,4,0.0.11.5,16568,94864,0,254672,71628,437732
fail10_test3,4,0.0.11.6,17732,59684,36,291120,90040,458612
fail10_test4,4,0.0.1.1,16328,92792,108,253968,70084,433280
fail10_test4,4,0.0.1.2,17408,65552,0,285836,81896,450692
fail10_test4,4,0.0.1.3,17652,54224,0,274144,85136,431156
fail10_test4,4,0.0.1.4,18080,32740,612,294392,78776,424600
fail10_test4,4,0.0.1.5,18376,26620,720,277224,71076,394016
fail10_test4,4,0.0.1.6,17252,65732,72,241004,74748,398808
fail10_test4,4,0.0.2.1,17492,60056,180,285480,85408,448616
fail10_test4,4,0.0.2.2,17540,64052,36,300768,95712,478108
fail10_test4,4,0.0.2.3,18520,25188,0,339656,98796,482160
fail10_test4,4,0.0.2.4,18124,34532,288,337332,92376,482652
fail10_test4,4,0.0.2.5,17004,83976,36,272180,71824,445020
fail10_test4,4,0.0.2.6,17012,83212,108,266392,71364,438088
fail10_test4,4,0.0.3.1,17636,51760,144,308804,90948,469292
fail10_test4,4,0.0.3.2,17448,60964,36,344556,93164,516168
fail10_test4,4,0.0.3.3,17008,82340,36,313184,95608,508176
fail10_test4,4,0.0.3.4,18128,43552,36,321284,96632,479632
fail10_test4,4,0.0.3.5,17884,38556,540,296468,79880,433328
fail10_test4,4,0.0.3.6,16708,77268,1080,272480,63048,430584
fail10_test4,4,0.0.4.1,16908,78572,0,246484,75020,416984
fail10_test4,4,0.0.4.2,17292,68924,72,277052,82864,446204
fail10_test4,4,0.0.4.3,16964,81676,36,263492,78208,440376
fail10_test4,4,0.0.4.4,17640,53068,612,253880,71008,396208
fail10_test4,4,0.0.4.5,17248,57308,1260,219972,41352,337140
fail10_test4,4,0.0.4.6,17000,67296,36,167380,37144,288856
fail10_test4,4,0.0.5.1,17348,66140,876,255212,64388,403964
fail10_test4,4,0.0.5.2,18180,42168,36,268192,79304,407880
fail10_test4,4,0.0.5.3,17980,41788,1188,301788,59500,422244
fail10_test4,4,0.0.5.4,16912,73656,36,234968,52640,378212
fail10_test4,4,0.0.5.5,17452,66512,36,233408,76652,394060
fail10_test4,4,0.0.5.6,17788,48676,36,225672,58132,350304
fail10_test4,4,0.0.6.1,17492,50408,1152,244488,52772,366312
fail10_test4,4,0.0.6.2,18136,35076,432,230436,70156,354236
fail10_test4,4,0.0.6.3,18224,32128,1296,283672,56784,392104
fail10_test4,4,0.0.6.4,17984,42832,36,242416,77876,381144
fail10_test4,4,0.0.6.5,18612,22808,72,241732,79412,362636
fail10_test4,4,0.0.6.6,17844,40260,756,231964,61128,351952
fail10_test4,4,0.0.7.1,17544,54000,660,189764,51304,313272
fail10_test4,4,0.0.7.2,17792,37740,612,220352,56804,333300
fail10_test4,4,0.0.7.3,17356,59596,72,212068,51136,340228
fail10_test4,4,0.0.7.4,17396,47104,252,272488,74900,412140
fail10_test4,4,0.0.7.5,17396,56216,612,280612,70284,425120
fail10_test4,4,0.0.7.6,17444,58512,0,181268,54228,311452
fail10_test4,4,0.0.8.1,16804,63744,2268,273728,32604,389148
fail10_test4,4,0.0.8.2,17196,61736,252,223292,49624,352100
fail10_test4,4,0.0.8.3,16904,84472,36,258040,75748,435200
fail10_test4,4,0.0.8.4,16956,68220,36,267720,80312,433244
fail10_test4,4,0.0.8.5,16224,101848,144,254196,78208,450620
fail10_test4,4,0.0.8.6,17204,58824,612,244916,63932,385488
fail10_test4,4,0.0.9.1,17004,59300,36,263504,62684,402528
fail10_test4,4,0.0.9.2,17200,52816,36,287680,82516,440248
fail10_test4,4,0.0.9.3,17160,74576,0,307056,92896,491688
fail10_test4,4,0.0.9.4,18812,15248,0,329904,113988,477952
