config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail10_test4,1,0.0.10.3,16280,102416,360,1098388,302324,1519768
fail10_test4,1,0.0.10.4,16088,108568,396,1052308,283800,1461160
fail10_test4,1,0.0.10.5,16900,91752,36,1076232,305264,1490184
fail10_test4,1,0.0.10.6,17440,65972,72,1183804,354004,1621292
fail10_test4,1,0.0.11.1,17884,51584,216,1101708,352632,1524024
fail10_test4,1,0.0.11.2,17792,48720,216,1139084,362888,1568700
fail10_test4,1,0.0.11.3,16808,78328,360,1107272,329796,1532564
fail10_test4,1,0.0.11.4,16864,82760,300,1086248,330052,1516224
fail10_test4,1,0.0.11.5,17936,46836,156,1125528,360124,1550580
fail10_test4,1,0.0.11.6,17252,75740,252,1073836,337976,1505056
fail10_test5,1,0.0.1.1,17692,52332,360,933572,315328,1319284
fail10_test5,1,0.0.1.2,16976,71568,480,879656,299760,1268440
fail10_test5,1,0.0.1.3,16516,93984,624,892452,292628,1296204
fail10_test5,1,0.0.1.4,17212,60496,252,872844,308608,1259412
fail10_test5,1,0.0.1.5,17508,52480,240,905860,317580,1293668
fail10_test5,1,0.0.1.6,18136,30392,72,939780,345196,1333576
fail10_test5,1,0.0.2.1,16772,78412,300,1167724,320600,1583808
fail10_test5,1,0.0.2.2,18084,31660,84,1215656,375180,1640664
fail10_test5,1,0.0.2.3,17684,56024,192,1223792,355712,1653404
fail10_test5,1,0.0.2.4,18076,41852,120,1176984,365104,1602136
fail10_test5,1,0.0.2.5,17836,39504,84,1224028,370496,1651948
fail10_test5,1,0.0.2.6,17444,62016,108,1183584,351572,1614724
fail10_test5,1,0.0.3.1,17736,54244,144,1283528,362560,1718212
fail10_test5,1,0.0.3.2,17740,54700,216,1261220,365044,1698920
fail10_test5,1,0.0.3.3,17104,80404,252,1212588,336616,1646964
fail10_test5,1,0.0.3.4,16908,81024,144,1087180,309340,1494596
fail10_test5,1,0.0.3.5,16612,82900,144,1080068,304488,1484212
fail10_test5,1,0.0.3.6,17048,80084,168,1177868,332300,1607468
fail10_test5,1,0.0.4.1,17496,60224,312,1228252,347916,1654200
fail10_test5,1,0.0.4.2,17392,61884,192,1166748,342656,1588872
fail10_test5,1,0.0.4.3,17888,45364,288,1251384,370116,1685040
fail10_test5,1,0.0.4.4,17392,60428,120,1168616,333588,1580144
fail10_test5,1,0.0.4.5,17684,56356,144,1198188,355324,1627696
fail10_test5,1,0.0.4.6,18612,24068,120,1297272,399780,1739852
fail10_test5,1,0.0.5.1,16872,86156,288,1195360,326628,1625304
fail10_test5,1,0.0.5.2,17440,62484,180,1195964,350076,1626144
fail10_test5,1,0.0.5.3,17684,59152,144,1232500,358072,1667552
fail10_test5,1,0.0.5.4,17588,64344,96,1177056,343396,1602480
fail10_test5,1,0.0.5.5,16820,75448,192,1106596,321744,1520800
fail10_test5,1,0.0.5.6,17944,35188,72,1194668,370440,1618312
fail10_test5,1,0.0.6.1,17744,55540,264,884860,317496,1275904
fail10_test5,1,0.0.6.2,17496,52568,216,854692,312288,1237260
fail10_test5,1,0.0.6.3,17888,47104,192,872092,327696,1264972
fail10_test5,1,0.0.6.4,17692,54056,216,860612,321504,1254080
fail10_test5,1,0.0.6.5,17056,72144,216,823004,299340,1211760
fail10_test5,1,0.0.6.6,18028,46500,240,854376,322220,1241364
fail10_test5,1,0.0.7.1,18368,30592,132,1255248,385288,1689628
fail10_test5,1,0.0.7.2,17748,48368,120,1135672,352100,1554008
fail10_test5,1,0.0.7.3,17936,39324,132,1172220,363692,1593304
fail10_test5,1,0.0.7.4,16808,86184,360,1148000,325784,1577136
fail10_test5,1,0.0.7.5,17200,68296,144,1116068,335944,1537652
fail10_test5,1,0.0.7.6,18808,16480,36,1234744,401232,1671300
fail10_test5,1,0.0.8.1,16804,83572,252,1161784,315008,1577420
fail10_test5,1,0.0.8.2,18080,43224,132,1204308,369856,1635600
fail10_test5,1,0.0.8.3,17448,54620,180,1187976,351236,1611460
fail10_test5,1,0.0.8.4,15940,119436,360,1039340,277192,1452268
fail10_test5,1,0.0.8.5,16764,85860,276,1058700,301968,1463568
fail10_test5,1,0.0.8.6,16616,83664,276,1130880,317848,1549284
fail10_test5,1,0.0.9.1,17444,63520,228,1247600,345840,1674632
fail10_test5,1,0.0.9.2,17980,40480,108,1254316,368512,1681396
fail10_test5,1,0.0.9.3,17636,53752,228,1227396,352380,1651392
fail10_test5,1,0.0.9.4,17004,82772,180,1175496,326928,1602380
fail10_test5,1,0.0.9.5,17444,66068,144,1180936,343544,1608136
fail10_test5,1,0.0.9.6,17060,68932,192,1191984,342788,1620956
fail10_test5,1,0.0.10.1,17684,50964,132,1193176,348876,1610832
fail10_test5,1,0.0.10.2,16904,74328,228,1127444,318556,1537460
fail10_test5,1,0.0.10.3,18080,41780,72,1175112,365248,1600292
fail10_test5,1,0.0.10.4,17884,50520,180,1194376,361204,1624164
fail10_test5,1,0.0.10.5,17932,51996,324,1156576,358188,1585016
fail10_test5,1,0.0.10.6,17840,39016,108,1174208,357748,1588920
fail10_test5,1,0.0.11.1,18172,36560,228,1130320,355204,1540484
fail10_test5,1,0.0.11.2,17248,59372,216,1017820,319056,1413712
fail10_test5,1,0.0.11.3,17060,66164,396,1027744,325508,1436872
fail10_test5,1,0.0.11.4,16080,87564,372,1001408,286452,1391876
fail10_test5,1,0.0.11.5,16564,91828,456,1016508,302812,1428168
fail10_test5,1,0.0.11.6,17208,69332,324,1104916,332360,1524140
