config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail10_test1,0,0.0.6.6,17648,49256,180,540,44,67668
fail10_test1,0,0.0.7.1,17204,76664,360,480,220,94928
fail10_test1,0,0.0.7.2,18612,24544,108,0,88,43352
fail10_test1,0,0.0.7.3,16868,95776,432,300,264,113640
fail10_test1,0,0.0.7.4,16516,93092,288,720,132,110748
fail10_test1,0,0.0.7.5,16820,78208,216,660,132,96036
fail10_test1,0,0.0.7.6,17456,64540,324,720,88,83128
fail10_test1,0,0.0.8.1,17592,60316,180,360,176,78624
fail10_test1,0,0.0.8.2,17836,53488,180,360,132,71996
fail10_test1,0,0.0.8.3,16416,98596,708,720,176,116616
fail10_test1,0,0.0.8.4,16616,89120,408,540,88,106772
fail10_test1,0,0.0.8.5,17932,50844,324,300,0,69400
fail10_test1,0,0.0.8.6,17248,69920,216,420,132,87936
fail10_test1,0,0.0.9.1,16808,69628,1008,120,264,87828
fail10_test1,0,0.0.9.2,16952,68672,264,240,176,86304
fail10_test1,0,0.0.9.3,16572,93300,432,600,220,111124
fail10_test1,0,0.0.9.4,18028,39892,72,420,44,58456
fail10_test1,0,0.0.9.5,18080,38244,684,180,132,57320
fail10_test1,0,0.0.9.6,16720,86688,216,900,44,104568
fail10_test1,0,0.0.10.1,17544,54560,756,120,220,73200
fail10_test1,0,0.0.10.2,17792,49472,1296,480,44,69084
fail10_test1,0,0.0.10.3,17152,75468,264,600,88,93572
fail10_test1,0,0.0.10.4,18368,25988,144,60,88,44648
fail10_test1,0,0.0.10.5,18324,34164,192,60,108,52848
fail10_test1,0,0.0.10.6,18128,34280,120,360,44,52932
fail10_test1,0,0.0.11.1,17248,75532,216,540,88,93624
fail10_test1,0,0.0.11.2,17648,34320,72,120,44,52204
fail10_test1,0,0.0.11.3,17544,67456,72,780,44,85896
fail10_test1,0,0.0.11.4,17880,58012,36,720,0,76648
fail10_test1,0,0.0.11.5,18080,43828,180,360,88,62536
fail10_test1,0,0.0.11.6,17692,63408,0,780,0,81880
fail10_test2,0,0.0.1.1,16924,77492,552,0,352,95320
fail10_test2,0,0.0.1.2,17732,57228,372,120,220,75672
fail10_test2,0,0.0.1.3,17460,65412,396,240,264,83772
fail10_test2,0,0.0.1.4,17932,49080,348,240,220,67820
fail10_test2,0,0.0.1.5,17252,69400,552,0,352,87556
fail10_test2,0,0.0.1.6,17152,67004,324,480,176,85136
fail10_test2,0,0.0.2.1,17208,73684,396,360,264,91912
fail10_test2,0,0.0.2.2,17104,83720,336,720,88,101968
fail10_test2,0,0.0.2.3,17544,66940,396,300,220,85400
fail10_test2,0,0.0.2.4,17740,63244,144,720,44,81892
fail10_test2,0,0.0.2.5,17256,69928,588,600,88,88460
fail10_test2,0,0.0.2.6,17932,46908,36,600,0,65476
fail10_test2,0,0.0.3.1,17544,62768,456,240,220,81228
fail10_test2,0,0.0.3.2,16656,88892,1332,540,0,107420
fail10_test2,0,0.0.3.3,17244,82516,288,480,132,100660
fail10_test2,0,0.0.3.4,17492,65696,1380,360,132,85060
fail10_test2,0,0.0.3.5,17684,49472,108,180,0,67444
fail10_test2,0,0.0.3.6,17492,56500,792,540,0,75324
fail10_test2,0,0.0.4.1,17440,50496,1656,120,132,69844
fail10_test2,0,0.0.4.2,17500,61708,252,180,132,79772
fail10_test2,0,0.0.4.3,17688,56024,360,240,132,74444
fail10_test2,0,0.0.4.4,17928,55024,144,480,88,73664
fail10_test2,0,0.0.4.5,18080,23404,144,240,0,41868
fail10_test2,0,0.0.4.6,17636,41480,72,60,44,59292
fail10_test2,0,0.0.5.1,17928,52016,288,240,176,70648
fail10_test2,0,0.0.5.2,17400,56176,432,360,88,74456
fail10_test2,0,0.0.5.3,17244,69908,324,360,44,87880
fail10_test2,0,0.0.5.4,17448,65260,588,0,352,83648
fail10_test2,0,0.0.5.5,17692,43992,72,540,44,62340
fail10_test2,0,0.0.5.6,17892,45216,72,360,88,63628
fail10_test2,0,0.0.6.1,18172,34216,144,120,132,52784
fail10_test2,0,0.0.6.2,16724,76600,324,300,176,94124
fail10_test2,0,0.0.6.3,16884,88948,288,600,132,106852
fail10_test2,0,0.0.6.4,16860,94524,396,780,220,112780
fail10_test2,0,0.0.6.5,17404,65404,444,240,264,83756
fail10_test2,0,0.0.6.6,16712,92000,216,780,176,109884
fail10_test2,0,0.0.7.1,17056,66804,408,120,308,84696
fail10_test2,0,0.0.7.2,17688,57692,180,540,88,76188
fail10_test2,0,0.0.7.3,18416,34228,180,240,88,53152
fail10_test2,0,0.0.7.4,17488,66940,360,240,132,85160
fail10_test2,0,0.0.7.5,16760,95852,480,540,352,113984
fail10_test2,0,0.0.7.6,16568,108640,216,1200,44,126668
fail10_test2,0,0.0.8.1,17248,69876,252,480,88,87944
fail10_test2,0,0.0.8.2,17536,61668,1044,360,44,80652
fail10_test2,0,0.0.8.3,18176,35712,144,360,88,54480
fail10_test2,0,0.0.8.4,17500,65900,108,600,0,84108
fail10_test2,0,0.0.8.5,17884,48040,792,360,0,67076
fail10_test2,0,0.0.8.6,17884,53512,216,240,44,71896
fail10_test2,0,0.0.9.1,17740,49112,264,240,132,67488
fail10_test2,0,0.0.9.2,17740,43920,144,180,88,62072
fail10_test2,0,0.0.9.3,18076,35660,180,240,88,54244
fail10_test2,0,0.0.9.4,17880,42416,144,180,44,60664
fail10_test2,0,0.0.9.5,17348,47948,612,240,176,66324
fail10_test2,0,0.0.9.6,17932,56500,180,660,88,75360
fail10_test2,0,0.0.10.1,18080,43836,192,240,152,62500
fail10_test2,0,0.0.10.2,17548,54684,504,360,44,73140
fail10_test2,0,0.0.10.3,17248,61668,540,360,176,79992
fail10_test2,0,0.0.10.4,17200,67260,216,420,132,85228
fail10_test2,0,0.0.10.5,17932,41212,180,240,88,59652
fail10_test2,0,0.0.10.6,18128,42252,420,120,196,61116
fail10_test2,0,0.0.11.1,17052,79488,552,540,88,97720
fail10_test2,0,0.0.11.2,17340,72856,216,480,88,90980
fail10_test2,0,0.0.11.3,17692,61812,180,600,132,80416
fail10_test2,0,0.0.11.4,16960,80756,408,660,176,98960
fail10_test2,0,0.0.11.5,16812,96276,216,900,88,114292
fail10_test2,0,0.0.11.6,16576,99232,0,1260,0,117068
fail10_test3,0,0.0.1.1,18140,40752,288,0,220,59400
fail10_test3,0,0.0.1.2,17208,73632,432,240,308,91820
fail10_test3,0,0.0.1.3,17452,65404,408,240,220,83724
fail10_test3,0,0.0.1.4,17208,74964,396,548,176,93292
fail10_test3,0,0.0.1.5,16564,99664,564,480,500,117772
fail10_test3,0,0.0.1.6,17688,58764,252,548,176,77428
fail10_test3,0,0.0.2.1,18076,40944,228,240,132,59620
fail10_test3,0,0.0.2.2,17636,59176,360,600,0,77772
fail10_test3,0,0.0.2.3,17688,58920,216,300,88,77212
fail10_test3,0,0.0.2.4,16952,83640,252,968,88,101900
fail10_test3,0,0.0.2.5,17052,78268,876,780,428,97404
fail10_test3,0,0.0.2.6,17452,50552,252,548,132,68936
fail10_test3,0,0.0.3.1,17636,58700,900,120,176,77532
fail10_test3,0,0.0.3.2,17936,45000,564,60,88,63648
fail10_test3,0,0.0.3.3,17932,51984,252,180,132,70480
fail10_test3,0,0.0.3.4,17540,61528,552,240,132,79992
fail10_test3,0,0.0.3.5,17880,38576,36,368,0,56860
fail10_test3,0,0.0.3.6,17112,64516,108,600,44,82380
fail10_test3,0,0.0.4.1,16616,94452,1596,480,176,113320
fail10_test3,0,0.0.4.2,16324,104196,396,540,308,121764
fail10_test3,0,0.0.4.3,17448,70012,192,720,88,88460
fail10_test3,0,0.0.4.4,17540,57672,216,480,132,76040
fail10_test3,0,0.0.4.5,18228,34124,1224,120,176,53872
fail10_test3,0,0.0.4.6,17784,41304,72,240,44,59444
fail10_test3,0,0.0.5.1,17544,58680,372,240,220,77056
fail10_test3,0,0.0.5.2,17196,82476,324,720,44,100760
fail10_test3,0,0.0.5.3,17884,47876,864,180,88,66892
fail10_test3,0,0.0.5.4,17452,53500,216,480,44,71692
fail10_test3,0,0.0.5.5,18612,26060,84,240,44,45040
fail10_test3,0,0.0.5.6,18224,27432,144,240,44,46084
fail10_test3,0,0.0.6.1,17884,50512,504,240,176,69316
fail10_test3,0,0.0.6.2,17116,71132,324,420,176,89168
fail10_test3,0,0.0.6.3,17788,54704,216,300,88,73096
fail10_test3,0,0.0.6.4,17544,65796,288,480,176,84284
fail10_test3,0,0.0.6.5,18136,36768,180,120,88,55292
fail10_test3,0,0.0.6.6,17928,46680,72,480,44,65204
fail10_test3,0,0.0.7.1,18372,34144,156,120,88,52880
fail10_test3,0,0.0.7.2,17156,71020,336,300,176,88988
fail10_test3,0,0.0.7.3,17496,71360,252,540,132,89780
fail10_test3,0,0.0.7.4,18180,41024,108,360,44,59716
fail10_test3,0,0.0.7.5,17740,46412,288,120,176,64736
fail10_test3,0,0.0.7.6,17892,42632,0,600,0,61124
fail10_test3,0,0.0.8.1,17452,62684,468,120,264,80988
fail10_test3,0,0.0.8.2,17732,61668,324,360,132,80216
fail10_test3,0,0.0.8.3,17832,54984,468,480,132,73896
fail10_test3,0,0.0.8.4,17736,56156,180,300,44,74416
fail10_test3,0,0.0.8.5,17348,56508,540,420,44,74860
fail10_test3,0,0.0.8.6,17688,43788,204,180,88,61948
fail10_test3,0,0.0.9.1,16760,80772,288,540,176,98536
fail10_test3,0,0.0.9.2,16756,86192,444,360,264,104016
fail10_test3,0,0.0.9.3,17444,72876,468,720,44,91552
fail10_test3,0,0.0.9.4,17984,50572,504,180,88,69328
fail10_test3,0,0.0.9.5,17732,56096,648,240,88,74804
fail10_test3,0,0.0.9.6,16816,96348,180,840,44,114228
fail10_test3,0,0.0.10.1,16028,91496,1560,240,264,109588
fail10_test3,0,0.0.10.2,16716,92012,252,960,132,110072
fail10_test3,0,0.0.10.3,17244,79488,432,480,176,97820
fail10_test3,0,0.0.10.4,16524,95792,504,360,176,113356
fail10_test3,0,0.0.10.5,17444,71340,300,480,132,89696
fail10_test3,0,0.0.10.6,18320,35752,108,420,88,54688
fail10_test3,0,0.0.11.1,17640,38556,156,120,88,56560
fail10_test3,0,0.0.11.2,17884,47968,216,240,132,66440
fail10_test3,0,0.0.11.3,16820,89168,324,720,132,107164
fail10_test3,0,0.0.11.4,16580,79444,216,780,132,97152
fail10_test3,0,0.0.11.5,16568,101584,312,1208,176,119848
fail10_test3,0,0.0.11.6,17732,67624,216,840,88,86500
fail10_test4,0,0.0.1.1,16328,102020,792,0,484,119624
fail10_test4,0,0.0.1.2,17408,61356,360,240,176,79540
fail10_test4,0,0.0.1.3,17652,57244,324,240,220,75680
fail10_test4,0,0.0.1.4,18080,42376,240,240,132,61068
fail10_test4,0,0.0.1.5,18376,32608,264,0,132,51380
fail10_test4,0,0.0.1.6,17252,69732,300,540,176,88000
fail10_test4,0,0.0.2.1,17492,68464,288,360,220,86824
fail10_test4,0,0.0.2.2,17540,63212,108,480,88,81428
fail10_test4,0,0.0.2.3,18520,26068,36,180,44,44848
fail10_test4,0,0.0.2.4,18124,40820,228,0,88,59260
fail10_test4,0,0.0.2.5,17004,89228,288,600,132,107252
fail10_test4,0,0.0.2.6,17012,85204,288,840,132,103476
fail10_test4,0,0.0.3.1,17636,50592,180,120,176,68704
fail10_test4,0,0.0.3.2,17448,64304,360,360,88,82560
fail10_test4,0,0.0.3.3,17008,86140,468,420,240,104276
fail10_test4,0,0.0.3.4,18128,45372,108,480,44,64132
fail10_test4,0,0.0.3.5,17884,45104,228,180,176,63572
fail10_test4,0,0.0.3.6,16708,76896,828,660,44,95136
fail10_test4,0,0.0.4.1,16908,71008,1260,120,132,89428
fail10_test4,0,0.0.4.2,17292,72484,372,240,132,90520
fail10_test4,0,0.0.4.3,16964,86276,372,720,132,104464
fail10_test4,0,0.0.4.4,17640,60336,156,480,176,78788
fail10_test4,0,0.0.4.5,17248,76864,408,720,132,95372
fail10_test4,0,0.0.4.6,17000,74556,216,480,44,92296
fail10_test4,0,0.0.5.1,17348,69908,264,480,176,88176
fail10_test4,0,0.0.5.2,18180,43868,648,360,44,63100
fail10_test4,0,0.0.5.3,17980,43888,216,180,220,62484
fail10_test4,0,0.0.5.4,16912,83356,396,360,264,101288
fail10_test4,0,0.0.5.5,17452,71492,144,720,132,89940
fail10_test4,0,0.0.5.6,17788,55036,144,600,44,73612
fail10_test4,0,0.0.6.1,17492,65312,1008,0,308,84120
fail10_test4,0,0.0.6.2,18136,41044,108,300,88,59676
fail10_test4,0,0.0.6.3,18224,34156,192,120,132,52824
fail10_test4,0,0.0.6.4,17984,45332,180,480,44,64020
fail10_test4,0,0.0.6.5,18612,24608,144,240,44,43648
fail10_test4,0,0.0.6.6,17844,50688,180,480,88,69280
fail10_test4,0,0.0.7.1,17544,65580,324,360,220,84028
fail10_test4,0,0.0.7.2,17792,52108,216,480,132,70728
fail10_test4,0,0.0.7.3,17356,66896,396,240,220,85108
fail10_test4,0,0.0.7.4,17396,58740,324,240,220,76920
fail10_test4,0,0.0.7.5,17396,68332,408,360,220,86716
fail10_test4,0,0.0.7.6,17444,74472,36,960,0,92912
fail10_test4,0,0.0.8.1,16804,79156,612,120,308,97000
fail10_test4,0,0.0.8.2,17196,77016,324,720,88,95344
fail10_test4,0,0.0.8.3,16904,89252,288,720,132,107296
fail10_test4,0,0.0.8.4,16956,69916,1368,360,132,88732
fail10_test4,0,0.0.8.5,16224,89192,1188,540,0,107144
fail10_test4,0,0.0.8.6,17204,63112,336,300,132,81084
fail10_test4,0,0.0.9.1,17004,68332,828,300,176,86640
fail10_test4,0,0.0.9.2,17200,52296,216,240,88,70040
fail10_test4,0,0.0.9.3,17160,79436,384,600,176,97756
fail10_test4,0,0.0.9.4,18812,16408,36,60,0,35316
fail10_test4,0,0.0.9.5,18320,33064,72,120,44,51620
fail10_test4,0,0.0.9.6,17884,52400,72,660,0,71016
fail10_test4,0,0.0.10.1,17892,50572,588,360,132,69544
fail10_test4,0,0.0.10.2,16816,63120,900,300,44,81180
fail10_test4,0,0.0.10.3,16280,110796,552,720,220,128568
fail10_test4,0,0.0.10.4,16088,117408,732,240,484,134952
fail10_test4,0,0.0.10.5,16900,98892,324,720,176,117012
fail10_test4,0,0.0.10.6,17440,71372,216,600,132,89760
fail10_test4,0,0.0.11.1,17884,55044,72,480,44,73524
fail10_test4,0,0.0.11.2,17792,35680,156,60,88,53776
fail10_test4,0,0.0.11.3,16808,85048,180,840,44,102920
fail10_test4,0,0.0.11.4,16864,89520,36,1200,0,107620
fail10_test4,0,0.0.11.5,17936,50596,180,480,44,69236
fail10_test4,0,0.0.11.6,17252,81260,108,1020,0,99640
fail10_test5,0,0.0.1.1,17692,57132,336,0,176,75336
fail10_test5,0,0.0.1.2,16976,69572,432,360,132,87472
fail10_test5,0,0.0.1.3,16516,98264,696,480,440,116396
fail10_test5,0,0.0.1.4,17212,65496,360,240,264,83572
fail10_test5,0,0.0.1.5,17508,57400,216,360,176,75660
fail10_test5,0,0.0.1.6,18136,32732,180,120,132,51300
fail10_test5,0,0.0.2.1,16772,84592,552,240,308,102464
fail10_test5,0,0.0.2.2,18084,34300,108,360,44,52896
fail10_test5,0,0.0.2.3,17684,60204,360,240,264,78752
fail10_test5,0,0.0.2.4,18076,45372,36,360,0,63844
fail10_test5,0,0.0.2.5,17836,42384,144,240,88,60692
fail10_test5,0,0.0.2.6,17444,63048,192,600,88,81372
fail10_test5,0,0.0.3.1,17736,58844,684,360,132,77756
fail10_test5,0,0.0.3.2,17740,47896,648,240,44,66568
fail10_test5,0,0.0.3.3,17104,78104,288,360,220,96076
fail10_test5,0,0.0.3.4,16908,79488,648,420,88,97552
fail10_test5,0,0.0.3.5,16612,75452,768,360,88,93280
fail10_test5,0,0.0.3.6,17048,77244,180,600,88,95160
fail10_test5,0,0.0.4.1,17496,65384,1044,120,220,84264
fail10_test5,0,0.0.4.2,17392,63264,144,300,88,81188
fail10_test5,0,0.0.4.3,17888,49224,192,360,88,67752
fail10_test5,0,0.0.4.4,17392,65748,468,420,220,84248
fail10_test5,0,0.0.4.5,17684,60516,228,540,88,79056
fail10_test5,0,0.0.4.6,18612,25928,180,120,88,44928
fail10_test5,0,0.0.5.1,16872,92956,420,600,264,111112
fail10_test5,0,0.0.5.2,17440,67304,264,660,132,85800
fail10_test5,0,0.0.5.3,17684,63152,468,480,88,81872
fail10_test5,0,0.0.5.4,17588,69864,252,300,176,88180
fail10_test5,0,0.0.5.5,16820,82288,252,720,132,100212
fail10_test5,0,0.0.5.6,17944,38388,108,420,44,56904
fail10_test5,0,0.0.6.1,17744,60200,252,360,176,78732
fail10_test5,0,0.0.6.2,17496,57288,288,240,176,75488
fail10_test5,0,0.0.6.3,17888,50604,252,240,132,69116
fail10_test5,0,0.0.6.4,17692,58896,180,480,132,77380
fail10_test5,0,0.0.6.5,17056,78104,288,480,220,96148
fail10_test5,0,0.0.6.6,18028,50800,72,540,44,69484
fail10_test5,0,0.0.7.1,18368,32732,180,0,176,51456
fail10_test5,0,0.0.7.2,17748,52108,180,480,88,70604
fail10_test5,0,0.0.7.3,17936,42384,180,240,88,60828
fail10_test5,0,0.0.7.4,16808,92784,636,240,352,110820
fail10_test5,0,0.0.7.5,17200,68868,108,720,44,86940
fail10_test5,0,0.0.7.6,18808,17780,108,120,44,36860
fail10_test5,0,0.0.8.1,16804,90312,864,360,264,108604
fail10_test5,0,0.0.8.2,18080,46804,108,480,44,65516
fail10_test5,0,0.0.8.3,17448,58740,252,240,132,76812
fail10_test5,0,0.0.8.4,15940,120720,576,900,132,138268
fail10_test5,0,0.0.8.5,16764,85060,804,360,132,103120
fail10_test5,0,0.0.8.6,16616,90544,468,540,132,108300
fail10_test5,0,0.0.9.1,17444,64232,372,240,176,82464
fail10_test5,0,0.0.9.2,17980,39852,108,300,44,58284
fail10_test5,0,0.0.9.3,17636,50556,648,240,44,69124
fail10_test5,0,0.0.9.4,17004,76912,288,240,88,94532
fail10_test5,0,0.0.9.5,17444,71328,216,480,88,89556
fail10_test5,0,0.0.9.6,17060,70312,144,960,44,88520
fail10_test5,0,0.0.10.1,17684,50676,288,240,132,69020
fail10_test5,0,0.0.10.2,16904,75388,936,480,88,93796
fail10_test5,0,0.0.10.3,18080,45280,540,360,44,64304
fail10_test5,0,0.0.10.4,17884,50572,228,120,176,68980
fail10_test5,0,0.0.10.5,17932,51976,324,300,132,70664
fail10_test5,0,0.0.10.6,17840,42356,372,240,132,60940
fail10_test5,0,0.0.11.1,18172,35640,144,180,88,54224
fail10_test5,0,0.0.11.2,17248,59092,192,300,88,76920
fail10_test5,0,0.0.11.3,17060,71444,252,840,88,89684
fail10_test5,0,0.0.11.4,16080,94484,312,780,132,111788
fail10_test5,0,0.0.11.5,16564,99008,216,1080,44,116912
fail10_test5,0,0.0.11.6,17208,74492,108,960,88,92856
